source_id	source_name	target_id	target_name	proximity
DOID:3459	breast carcinoma	DOID:4001	ovarian carcinoma	0.066236
DOID:3459	breast carcinoma	DOID:4450	renal cell carcinoma	0.051198
DOID:3459	breast carcinoma	DOID:9352	type 2 diabetes mellitus	0.049878
DOID:3459	breast carcinoma	DOID:0050425	restless legs syndrome	0.043371
DOID:3459	breast carcinoma	DOID:3963	thyroid carcinoma	0.043089
DOID:3459	breast carcinoma	DOID:9970	obesity	0.037926
DOID:3459	breast carcinoma	DOID:3620	central nervous system cancer	0.033290
DOID:3459	breast carcinoma	DOID:1459	hypothyroidism	0.031573
DOID:3459	breast carcinoma	DOID:8567	Hodgkin's lymphoma	0.023503
DOID:3459	breast carcinoma	DOID:0050156	idiopathic pulmonary fibrosis	0.023359
DOID:3459	breast carcinoma	DOID:14221	metabolic syndrome X	0.023153
DOID:3459	breast carcinoma	DOID:1686	glaucoma	0.020224
DOID:3459	breast carcinoma	DOID:3905	lung carcinoma	0.020162
DOID:3459	breast carcinoma	DOID:3393	coronary artery disease	0.020118
DOID:3459	breast carcinoma	DOID:6713	cerebrovascular disease	0.019714
DOID:3459	breast carcinoma	DOID:1067	open-angle glaucoma	0.019263
DOID:3459	breast carcinoma	DOID:7693	abdominal aortic aneurysm	0.019210
DOID:3459	breast carcinoma	DOID:5844	myocardial infarction	0.018524
DOID:3459	breast carcinoma	DOID:9744	type 1 diabetes mellitus	0.018189
DOID:3459	breast carcinoma	DOID:8778	Crohn's disease	0.017249
DOID:3459	breast carcinoma	DOID:2377	multiple sclerosis	0.016844
DOID:3459	breast carcinoma	DOID:2513	basal cell carcinoma	0.016699
DOID:3459	breast carcinoma	DOID:7148	rheumatoid arthritis	0.015547
DOID:3459	breast carcinoma	DOID:1826	epilepsy syndrome	0.014523
DOID:3459	breast carcinoma	DOID:14330	Parkinson's disease	0.013742
DOID:3459	breast carcinoma	DOID:3910	lung adenocarcinoma	0.012335
DOID:3459	breast carcinoma	DOID:10941	intracranial aneurysm	0.009957
DOID:3459	breast carcinoma	DOID:8893	psoriasis	0.008405
DOID:3459	breast carcinoma	DOID:10608	celiac disease	0.008404
DOID:3459	breast carcinoma	DOID:10871	age related macular degeneration	0.008159
DOID:3459	breast carcinoma	DOID:12306	vitiligo	0.007638
DOID:3459	breast carcinoma	DOID:784	chronic kidney failure	0.007338
DOID:3459	breast carcinoma	DOID:1749	squamous cell carcinoma	0.007221
DOID:3459	breast carcinoma	DOID:8577	ulcerative colitis	0.007162
DOID:3459	breast carcinoma	DOID:9296	cleft lip	0.006667
DOID:3459	breast carcinoma	DOID:2841	asthma	0.006428
DOID:3459	breast carcinoma	DOID:11612	polycystic ovary syndrome	0.006414
DOID:3459	breast carcinoma	DOID:5419	schizophrenia	0.006297
DOID:3459	breast carcinoma	DOID:1040	chronic lymphocytic leukemia	0.006160
DOID:3459	breast carcinoma	DOID:9008	psoriatic arthritis	0.005835
DOID:3459	breast carcinoma	DOID:12236	primary biliary cirrhosis	0.005814
DOID:3459	breast carcinoma	DOID:10652	Alzheimer's disease	0.005638
DOID:3459	breast carcinoma	DOID:9074	systemic lupus erythematosus	0.005627
DOID:3459	breast carcinoma	DOID:4007	bladder carcinoma	0.005297
DOID:3459	breast carcinoma	DOID:4481	allergic rhinitis	0.005289
DOID:3459	breast carcinoma	DOID:6364	migraine	0.005147
DOID:3459	breast carcinoma	DOID:9538	multiple myeloma	0.005120
DOID:3459	breast carcinoma	DOID:1909	melanoma	0.004955
DOID:3459	breast carcinoma	DOID:418	systemic scleroderma	0.004904
DOID:3459	breast carcinoma	DOID:986	alopecia areata	0.004555
DOID:3459	breast carcinoma	DOID:12361	Graves' disease	0.004545
DOID:3459	breast carcinoma	DOID:1107	esophageal carcinoma	0.004488
DOID:3459	breast carcinoma	DOID:1936	atherosclerosis	0.004481
DOID:3459	breast carcinoma	DOID:5517	stomach carcinoma	0.004460
DOID:3459	breast carcinoma	DOID:11829	degenerative myopia	0.004226
DOID:3459	breast carcinoma	DOID:3310	atopic dermatitis	0.004222
DOID:3459	breast carcinoma	DOID:2986	IgA glomerulonephritis	0.004089
DOID:3459	breast carcinoma	DOID:3312	bipolar disorder	0.003821
DOID:3459	breast carcinoma	DOID:7147	ankylosing spondylitis	0.003747
DOID:3459	breast carcinoma	DOID:1595	endogenous depression	0.003594
DOID:3459	breast carcinoma	DOID:1094	attention deficit hyperactivity disorder	0.003528
DOID:3459	breast carcinoma	DOID:12365	malaria	0.003491
DOID:3459	breast carcinoma	DOID:3083	chronic obstructive pulmonary disease	0.003053
DOID:3459	breast carcinoma	DOID:4905	pancreatic carcinoma	0.002955
DOID:3459	breast carcinoma	DOID:13241	Behcet's disease	0.002741
DOID:3459	breast carcinoma	DOID:8398	osteoarthritis	0.002547
DOID:3459	breast carcinoma	DOID:13378	Kawasaki disease	0.002188
DOID:3459	breast carcinoma	DOID:9835	refractive error	0.002025
DOID:3459	breast carcinoma	DOID:1024	leprosy	0.001685
DOID:3459	breast carcinoma	DOID:14268	sclerosing cholangitis	0.001655
DOID:3459	breast carcinoma	DOID:10763	hypertension	0.001493
DOID:3459	breast carcinoma	DOID:585	nephrolithiasis	0.001091
DOID:3459	breast carcinoma	DOID:13922	eosinophilic esophagitis	0.001051
DOID:3459	breast carcinoma	DOID:8986	narcolepsy	0.000967
DOID:3459	breast carcinoma	DOID:5082	liver cirrhosis	0.000920
DOID:3459	breast carcinoma	DOID:332	amyotrophic lateral sclerosis	0.000851
DOID:3459	breast carcinoma	DOID:2468	psychotic disorder	0.000602
DOID:3459	breast carcinoma	DOID:5408	Paget's disease of bone	0.000565
DOID:3459	breast carcinoma	DOID:14227	azoospermia	0.000200
DOID:3459	breast carcinoma	DOID:11476	osteoporosis	0.000200
DOID:10608	celiac disease	DOID:2377	multiple sclerosis	0.071572
DOID:10608	celiac disease	DOID:7147	ankylosing spondylitis	0.060883
DOID:10608	celiac disease	DOID:8778	Crohn's disease	0.056177
DOID:10608	celiac disease	DOID:986	alopecia areata	0.051709
DOID:10608	celiac disease	DOID:9744	type 1 diabetes mellitus	0.049547
DOID:10608	celiac disease	DOID:8893	psoriasis	0.048913
DOID:10608	celiac disease	DOID:12306	vitiligo	0.045559
DOID:10608	celiac disease	DOID:8577	ulcerative colitis	0.042761
DOID:10608	celiac disease	DOID:13241	Behcet's disease	0.041651
DOID:10608	celiac disease	DOID:2841	asthma	0.034567
DOID:10608	celiac disease	DOID:7148	rheumatoid arthritis	0.031537
DOID:10608	celiac disease	DOID:4481	allergic rhinitis	0.031377
DOID:10608	celiac disease	DOID:12236	primary biliary cirrhosis	0.029430
DOID:10608	celiac disease	DOID:12361	Graves' disease	0.024796
DOID:10608	celiac disease	DOID:3310	atopic dermatitis	0.022998
DOID:10608	celiac disease	DOID:9074	systemic lupus erythematosus	0.022476
DOID:10608	celiac disease	DOID:1459	hypothyroidism	0.021112
DOID:10608	celiac disease	DOID:1749	squamous cell carcinoma	0.019216
DOID:10608	celiac disease	DOID:1107	esophageal carcinoma	0.016767
DOID:10608	celiac disease	DOID:418	systemic scleroderma	0.015760
DOID:10608	celiac disease	DOID:8567	Hodgkin's lymphoma	0.013903
DOID:10608	celiac disease	DOID:6713	cerebrovascular disease	0.013320
DOID:10608	celiac disease	DOID:784	chronic kidney failure	0.011921
DOID:10608	celiac disease	DOID:11612	polycystic ovary syndrome	0.011443
DOID:10608	celiac disease	DOID:3905	lung carcinoma	0.011240
DOID:10608	celiac disease	DOID:3393	coronary artery disease	0.011047
DOID:10608	celiac disease	DOID:9008	psoriatic arthritis	0.010731
DOID:10608	celiac disease	DOID:1040	chronic lymphocytic leukemia	0.008514
DOID:10608	celiac disease	DOID:2986	IgA glomerulonephritis	0.008291
DOID:10608	celiac disease	DOID:5517	stomach carcinoma	0.007747
DOID:10608	celiac disease	DOID:9352	type 2 diabetes mellitus	0.007436
DOID:10608	celiac disease	DOID:3963	thyroid carcinoma	0.007095
DOID:10608	celiac disease	DOID:5844	myocardial infarction	0.007064
DOID:10608	celiac disease	DOID:13378	Kawasaki disease	0.006902
DOID:10608	celiac disease	DOID:1909	melanoma	0.006713
DOID:10608	celiac disease	DOID:1024	leprosy	0.006363
DOID:10608	celiac disease	DOID:13922	eosinophilic esophagitis	0.006081
DOID:10608	celiac disease	DOID:14268	sclerosing cholangitis	0.005942
DOID:10608	celiac disease	DOID:3910	lung adenocarcinoma	0.005385
DOID:10608	celiac disease	DOID:8986	narcolepsy	0.004672
DOID:10608	celiac disease	DOID:11829	degenerative myopia	0.004429
DOID:10608	celiac disease	DOID:3620	central nervous system cancer	0.004362
DOID:10608	celiac disease	DOID:2513	basal cell carcinoma	0.004337
DOID:10608	celiac disease	DOID:5082	liver cirrhosis	0.004272
DOID:10608	celiac disease	DOID:12365	malaria	0.004172
DOID:10608	celiac disease	DOID:5419	schizophrenia	0.004026
DOID:10608	celiac disease	DOID:332	amyotrophic lateral sclerosis	0.003954
DOID:10608	celiac disease	DOID:10286	prostate carcinoma	0.003921
DOID:10608	celiac disease	DOID:3459	breast carcinoma	0.003686
DOID:10608	celiac disease	DOID:10871	age related macular degeneration	0.003562
DOID:10608	celiac disease	DOID:4905	pancreatic carcinoma	0.003486
DOID:10608	celiac disease	DOID:10941	intracranial aneurysm	0.003268
DOID:10608	celiac disease	DOID:3083	chronic obstructive pulmonary disease	0.003154
DOID:10608	celiac disease	DOID:4007	bladder carcinoma	0.002937
DOID:10608	celiac disease	DOID:14221	metabolic syndrome X	0.002873
DOID:10608	celiac disease	DOID:9296	cleft lip	0.002521
DOID:10608	celiac disease	DOID:14330	Parkinson's disease	0.002430
DOID:10608	celiac disease	DOID:4001	ovarian carcinoma	0.002088
DOID:10608	celiac disease	DOID:1686	glaucoma	0.002042
DOID:10608	celiac disease	DOID:7693	abdominal aortic aneurysm	0.002041
DOID:10608	celiac disease	DOID:0050156	idiopathic pulmonary fibrosis	0.001948
DOID:10608	celiac disease	DOID:3312	bipolar disorder	0.001781
DOID:10608	celiac disease	DOID:1067	open-angle glaucoma	0.001763
DOID:10608	celiac disease	DOID:1595	endogenous depression	0.001729
DOID:10608	celiac disease	DOID:1094	attention deficit hyperactivity disorder	0.001696
DOID:10608	celiac disease	DOID:10763	hypertension	0.001522
DOID:10608	celiac disease	DOID:6364	migraine	0.001501
DOID:10608	celiac disease	DOID:585	nephrolithiasis	0.001489
DOID:10608	celiac disease	DOID:9538	multiple myeloma	0.001365
DOID:10608	celiac disease	DOID:10652	Alzheimer's disease	0.001350
DOID:10608	celiac disease	DOID:9970	obesity	0.001182
DOID:10608	celiac disease	DOID:1936	atherosclerosis	0.001164
DOID:10608	celiac disease	DOID:8398	osteoarthritis	0.001041
DOID:10608	celiac disease	DOID:5408	Paget's disease of bone	0.000583
DOID:10608	celiac disease	DOID:1826	epilepsy syndrome	0.000540
DOID:10608	celiac disease	DOID:4450	renal cell carcinoma	0.000295
DOID:10608	celiac disease	DOID:2468	psychotic disorder	0.000287
DOID:10608	celiac disease	DOID:9835	refractive error	0.000184
DOID:10608	celiac disease	DOID:0050425	restless legs syndrome	0.000144
DOID:10608	celiac disease	DOID:14227	azoospermia	0.000128
DOID:10608	celiac disease	DOID:11476	osteoporosis	0.000128
DOID:3620	central nervous system cancer	DOID:9538	multiple myeloma	0.087505
DOID:3620	central nervous system cancer	DOID:0050156	idiopathic pulmonary fibrosis	0.073782
DOID:3620	central nervous system cancer	DOID:3910	lung adenocarcinoma	0.070411
DOID:3620	central nervous system cancer	DOID:3905	lung carcinoma	0.054121
DOID:3620	central nervous system cancer	DOID:4007	bladder carcinoma	0.052791
DOID:3620	central nervous system cancer	DOID:1686	glaucoma	0.052506
DOID:3620	central nervous system cancer	DOID:7693	abdominal aortic aneurysm	0.052039
DOID:3620	central nervous system cancer	DOID:1067	open-angle glaucoma	0.045096
DOID:3620	central nervous system cancer	DOID:10941	intracranial aneurysm	0.040072
DOID:3620	central nervous system cancer	DOID:2513	basal cell carcinoma	0.039697
DOID:3620	central nervous system cancer	DOID:5844	myocardial infarction	0.034983
DOID:3620	central nervous system cancer	DOID:6713	cerebrovascular disease	0.032984
DOID:3620	central nervous system cancer	DOID:1040	chronic lymphocytic leukemia	0.026958
DOID:3620	central nervous system cancer	DOID:3393	coronary artery disease	0.026219
DOID:3620	central nervous system cancer	DOID:10286	prostate carcinoma	0.023783
DOID:3620	central nervous system cancer	DOID:1749	squamous cell carcinoma	0.017982
DOID:3620	central nervous system cancer	DOID:3459	breast carcinoma	0.017422
DOID:3620	central nervous system cancer	DOID:1909	melanoma	0.014893
DOID:3620	central nervous system cancer	DOID:6364	migraine	0.011995
DOID:3620	central nervous system cancer	DOID:8577	ulcerative colitis	0.011845
DOID:3620	central nervous system cancer	DOID:5517	stomach carcinoma	0.011212
DOID:3620	central nervous system cancer	DOID:8778	Crohn's disease	0.009666
DOID:3620	central nervous system cancer	DOID:3083	chronic obstructive pulmonary disease	0.008061
DOID:3620	central nervous system cancer	DOID:2986	IgA glomerulonephritis	0.007740
DOID:3620	central nervous system cancer	DOID:1107	esophageal carcinoma	0.007645
DOID:3620	central nervous system cancer	DOID:1936	atherosclerosis	0.007344
DOID:3620	central nervous system cancer	DOID:9744	type 1 diabetes mellitus	0.007111
DOID:3620	central nervous system cancer	DOID:1595	endogenous depression	0.006898
DOID:3620	central nervous system cancer	DOID:1094	attention deficit hyperactivity disorder	0.006822
DOID:3620	central nervous system cancer	DOID:2841	asthma	0.006392
DOID:3620	central nervous system cancer	DOID:12306	vitiligo	0.006128
DOID:3620	central nervous system cancer	DOID:3312	bipolar disorder	0.005994
DOID:3620	central nervous system cancer	DOID:12365	malaria	0.005740
DOID:3620	central nervous system cancer	DOID:7148	rheumatoid arthritis	0.005526
DOID:3620	central nervous system cancer	DOID:4481	allergic rhinitis	0.005399
DOID:3620	central nervous system cancer	DOID:5419	schizophrenia	0.005021
DOID:3620	central nervous system cancer	DOID:9835	refractive error	0.004879
DOID:3620	central nervous system cancer	DOID:10608	celiac disease	0.004831
DOID:3620	central nervous system cancer	DOID:4905	pancreatic carcinoma	0.004830
DOID:3620	central nervous system cancer	DOID:8398	osteoarthritis	0.004783
DOID:3620	central nervous system cancer	DOID:9074	systemic lupus erythematosus	0.004781
DOID:3620	central nervous system cancer	DOID:12361	Graves' disease	0.004582
DOID:3620	central nervous system cancer	DOID:2377	multiple sclerosis	0.004474
DOID:3620	central nervous system cancer	DOID:12236	primary biliary cirrhosis	0.004387
DOID:3620	central nervous system cancer	DOID:14268	sclerosing cholangitis	0.004047
DOID:3620	central nervous system cancer	DOID:418	systemic scleroderma	0.003762
DOID:3620	central nervous system cancer	DOID:9352	type 2 diabetes mellitus	0.003332
DOID:3620	central nervous system cancer	DOID:784	chronic kidney failure	0.003302
DOID:3620	central nervous system cancer	DOID:14221	metabolic syndrome X	0.003246
DOID:3620	central nervous system cancer	DOID:1459	hypothyroidism	0.003183
DOID:3620	central nervous system cancer	DOID:11829	degenerative myopia	0.003169
DOID:3620	central nervous system cancer	DOID:8893	psoriasis	0.002772
DOID:3620	central nervous system cancer	DOID:986	alopecia areata	0.002334
DOID:3620	central nervous system cancer	DOID:13378	Kawasaki disease	0.002304
DOID:3620	central nervous system cancer	DOID:4001	ovarian carcinoma	0.002278
DOID:3620	central nervous system cancer	DOID:10652	Alzheimer's disease	0.002041
DOID:3620	central nervous system cancer	DOID:7147	ankylosing spondylitis	0.002013
DOID:3620	central nervous system cancer	DOID:14330	Parkinson's disease	0.001771
DOID:3620	central nervous system cancer	DOID:11612	polycystic ovary syndrome	0.001725
DOID:3620	central nervous system cancer	DOID:3310	atopic dermatitis	0.001604
DOID:3620	central nervous system cancer	DOID:3963	thyroid carcinoma	0.001585
DOID:3620	central nervous system cancer	DOID:13241	Behcet's disease	0.001533
DOID:3620	central nervous system cancer	DOID:5408	Paget's disease of bone	0.001491
DOID:3620	central nervous system cancer	DOID:10763	hypertension	0.001405
DOID:3620	central nervous system cancer	DOID:10871	age related macular degeneration	0.001387
DOID:3620	central nervous system cancer	DOID:8567	Hodgkin's lymphoma	0.001358
DOID:3620	central nervous system cancer	DOID:9296	cleft lip	0.001255
DOID:3620	central nervous system cancer	DOID:1024	leprosy	0.001193
DOID:3620	central nervous system cancer	DOID:9970	obesity	0.001173
DOID:3620	central nervous system cancer	DOID:2468	psychotic disorder	0.001091
DOID:3620	central nervous system cancer	DOID:13922	eosinophilic esophagitis	0.001061
DOID:3620	central nervous system cancer	DOID:4450	renal cell carcinoma	0.000995
DOID:3620	central nervous system cancer	DOID:9008	psoriatic arthritis	0.000972
DOID:3620	central nervous system cancer	DOID:585	nephrolithiasis	0.000780
DOID:3620	central nervous system cancer	DOID:0050425	restless legs syndrome	0.000690
DOID:3620	central nervous system cancer	DOID:1826	epilepsy syndrome	0.000605
DOID:3620	central nervous system cancer	DOID:8986	narcolepsy	0.000427
DOID:3620	central nervous system cancer	DOID:5082	liver cirrhosis	0.000243
DOID:3620	central nervous system cancer	DOID:332	amyotrophic lateral sclerosis	0.000225
DOID:3620	central nervous system cancer	DOID:14227	azoospermia	0.000160
DOID:3620	central nervous system cancer	DOID:11476	osteoporosis	0.000160
DOID:6713	cerebrovascular disease	DOID:3393	coronary artery disease	0.131044
DOID:6713	cerebrovascular disease	DOID:5844	myocardial infarction	0.113110
DOID:6713	cerebrovascular disease	DOID:12365	malaria	0.044038
DOID:6713	cerebrovascular disease	DOID:4905	pancreatic carcinoma	0.037749
DOID:6713	cerebrovascular disease	DOID:6364	migraine	0.036983
DOID:6713	cerebrovascular disease	DOID:7693	abdominal aortic aneurysm	0.035811
DOID:6713	cerebrovascular disease	DOID:1686	glaucoma	0.033216
DOID:6713	cerebrovascular disease	DOID:10941	intracranial aneurysm	0.032056
DOID:6713	cerebrovascular disease	DOID:1067	open-angle glaucoma	0.029921
DOID:6713	cerebrovascular disease	DOID:3620	central nervous system cancer	0.029576
DOID:6713	cerebrovascular disease	DOID:12361	Graves' disease	0.028164
DOID:6713	cerebrovascular disease	DOID:3910	lung adenocarcinoma	0.025663
DOID:6713	cerebrovascular disease	DOID:2513	basal cell carcinoma	0.024537
DOID:6713	cerebrovascular disease	DOID:3905	lung carcinoma	0.023601
DOID:6713	cerebrovascular disease	DOID:1459	hypothyroidism	0.022943
DOID:6713	cerebrovascular disease	DOID:3083	chronic obstructive pulmonary disease	0.019645
DOID:6713	cerebrovascular disease	DOID:12306	vitiligo	0.015945
DOID:6713	cerebrovascular disease	DOID:8398	osteoarthritis	0.014918
DOID:6713	cerebrovascular disease	DOID:9744	type 1 diabetes mellitus	0.014261
DOID:6713	cerebrovascular disease	DOID:10608	celiac disease	0.013627
DOID:6713	cerebrovascular disease	DOID:784	chronic kidney failure	0.012660
DOID:6713	cerebrovascular disease	DOID:14221	metabolic syndrome X	0.011761
DOID:6713	cerebrovascular disease	DOID:1749	squamous cell carcinoma	0.010873
DOID:6713	cerebrovascular disease	DOID:1936	atherosclerosis	0.010869
DOID:6713	cerebrovascular disease	DOID:1595	endogenous depression	0.010776
DOID:6713	cerebrovascular disease	DOID:1094	attention deficit hyperactivity disorder	0.010660
DOID:6713	cerebrovascular disease	DOID:7148	rheumatoid arthritis	0.009850
DOID:6713	cerebrovascular disease	DOID:3459	breast carcinoma	0.008933
DOID:6713	cerebrovascular disease	DOID:3312	bipolar disorder	0.008275
DOID:6713	cerebrovascular disease	DOID:0050156	idiopathic pulmonary fibrosis	0.008092
DOID:6713	cerebrovascular disease	DOID:12236	primary biliary cirrhosis	0.007918
DOID:6713	cerebrovascular disease	DOID:3963	thyroid carcinoma	0.007904
DOID:6713	cerebrovascular disease	DOID:1909	melanoma	0.007822
DOID:6713	cerebrovascular disease	DOID:10763	hypertension	0.007748
DOID:6713	cerebrovascular disease	DOID:10286	prostate carcinoma	0.006805
DOID:6713	cerebrovascular disease	DOID:1107	esophageal carcinoma	0.006779
DOID:6713	cerebrovascular disease	DOID:8778	Crohn's disease	0.006661
DOID:6713	cerebrovascular disease	DOID:4007	bladder carcinoma	0.006303
DOID:6713	cerebrovascular disease	DOID:9074	systemic lupus erythematosus	0.006251
DOID:6713	cerebrovascular disease	DOID:5419	schizophrenia	0.006101
DOID:6713	cerebrovascular disease	DOID:986	alopecia areata	0.006097
DOID:6713	cerebrovascular disease	DOID:5517	stomach carcinoma	0.005976
DOID:6713	cerebrovascular disease	DOID:2841	asthma	0.005252
DOID:6713	cerebrovascular disease	DOID:2377	multiple sclerosis	0.005120
DOID:6713	cerebrovascular disease	DOID:9538	multiple myeloma	0.004631
DOID:6713	cerebrovascular disease	DOID:8577	ulcerative colitis	0.004590
DOID:6713	cerebrovascular disease	DOID:10871	age related macular degeneration	0.004318
DOID:6713	cerebrovascular disease	DOID:4481	allergic rhinitis	0.004260
DOID:6713	cerebrovascular disease	DOID:9352	type 2 diabetes mellitus	0.004195
DOID:6713	cerebrovascular disease	DOID:13378	Kawasaki disease	0.004086
DOID:6713	cerebrovascular disease	DOID:8893	psoriasis	0.004080
DOID:6713	cerebrovascular disease	DOID:2986	IgA glomerulonephritis	0.003902
DOID:6713	cerebrovascular disease	DOID:418	systemic scleroderma	0.003886
DOID:6713	cerebrovascular disease	DOID:5408	Paget's disease of bone	0.003735
DOID:6713	cerebrovascular disease	DOID:1040	chronic lymphocytic leukemia	0.003482
DOID:6713	cerebrovascular disease	DOID:9835	refractive error	0.003192
DOID:6713	cerebrovascular disease	DOID:7147	ankylosing spondylitis	0.002553
DOID:6713	cerebrovascular disease	DOID:10652	Alzheimer's disease	0.002501
DOID:6713	cerebrovascular disease	DOID:11612	polycystic ovary syndrome	0.002105
DOID:6713	cerebrovascular disease	DOID:13241	Behcet's disease	0.002030
DOID:6713	cerebrovascular disease	DOID:585	nephrolithiasis	0.002015
DOID:6713	cerebrovascular disease	DOID:11829	degenerative myopia	0.001953
DOID:6713	cerebrovascular disease	DOID:2468	psychotic disorder	0.001652
DOID:6713	cerebrovascular disease	DOID:3310	atopic dermatitis	0.001587
DOID:6713	cerebrovascular disease	DOID:14330	Parkinson's disease	0.001570
DOID:6713	cerebrovascular disease	DOID:8567	Hodgkin's lymphoma	0.001539
DOID:6713	cerebrovascular disease	DOID:9970	obesity	0.001436
DOID:6713	cerebrovascular disease	DOID:4001	ovarian carcinoma	0.001352
DOID:6713	cerebrovascular disease	DOID:9008	psoriatic arthritis	0.001052
DOID:6713	cerebrovascular disease	DOID:14268	sclerosing cholangitis	0.000981
DOID:6713	cerebrovascular disease	DOID:13922	eosinophilic esophagitis	0.000852
DOID:6713	cerebrovascular disease	DOID:9296	cleft lip	0.000776
DOID:6713	cerebrovascular disease	DOID:1024	leprosy	0.000706
DOID:6713	cerebrovascular disease	DOID:4450	renal cell carcinoma	0.000610
DOID:6713	cerebrovascular disease	DOID:1826	epilepsy syndrome	0.000436
DOID:6713	cerebrovascular disease	DOID:8986	narcolepsy	0.000366
DOID:6713	cerebrovascular disease	DOID:0050425	restless legs syndrome	0.000351
DOID:6713	cerebrovascular disease	DOID:5082	liver cirrhosis	0.000278
DOID:6713	cerebrovascular disease	DOID:332	amyotrophic lateral sclerosis	0.000257
DOID:6713	cerebrovascular disease	DOID:14227	azoospermia	0.000194
DOID:6713	cerebrovascular disease	DOID:11476	osteoporosis	0.000194
DOID:784	chronic kidney failure	DOID:585	nephrolithiasis	0.111992
DOID:784	chronic kidney failure	DOID:10763	hypertension	0.084129
DOID:784	chronic kidney failure	DOID:14330	Parkinson's disease	0.073636
DOID:784	chronic kidney failure	DOID:10871	age related macular degeneration	0.065435
DOID:784	chronic kidney failure	DOID:1909	melanoma	0.054018
DOID:784	chronic kidney failure	DOID:9744	type 1 diabetes mellitus	0.042665
DOID:784	chronic kidney failure	DOID:14221	metabolic syndrome X	0.042596
DOID:784	chronic kidney failure	DOID:1459	hypothyroidism	0.039283
DOID:784	chronic kidney failure	DOID:12306	vitiligo	0.030660
DOID:784	chronic kidney failure	DOID:8778	Crohn's disease	0.027361
DOID:784	chronic kidney failure	DOID:6713	cerebrovascular disease	0.025569
DOID:784	chronic kidney failure	DOID:10608	celiac disease	0.025170
DOID:784	chronic kidney failure	DOID:3393	coronary artery disease	0.025054
DOID:784	chronic kidney failure	DOID:10286	prostate carcinoma	0.022071
DOID:784	chronic kidney failure	DOID:7148	rheumatoid arthritis	0.017484
DOID:784	chronic kidney failure	DOID:3963	thyroid carcinoma	0.013083
DOID:784	chronic kidney failure	DOID:4001	ovarian carcinoma	0.011762
DOID:784	chronic kidney failure	DOID:2513	basal cell carcinoma	0.010418
DOID:784	chronic kidney failure	DOID:3312	bipolar disorder	0.010329
DOID:784	chronic kidney failure	DOID:12236	primary biliary cirrhosis	0.010112
DOID:784	chronic kidney failure	DOID:2377	multiple sclerosis	0.010110
DOID:784	chronic kidney failure	DOID:5844	myocardial infarction	0.009928
DOID:784	chronic kidney failure	DOID:3905	lung carcinoma	0.009568
DOID:784	chronic kidney failure	DOID:986	alopecia areata	0.009537
DOID:784	chronic kidney failure	DOID:9352	type 2 diabetes mellitus	0.009451
DOID:784	chronic kidney failure	DOID:2841	asthma	0.009190
DOID:784	chronic kidney failure	DOID:8893	psoriasis	0.008746
DOID:784	chronic kidney failure	DOID:12361	Graves' disease	0.008563
DOID:784	chronic kidney failure	DOID:3910	lung adenocarcinoma	0.008182
DOID:784	chronic kidney failure	DOID:8577	ulcerative colitis	0.008031
DOID:784	chronic kidney failure	DOID:4481	allergic rhinitis	0.007459
DOID:784	chronic kidney failure	DOID:9074	systemic lupus erythematosus	0.006563
DOID:784	chronic kidney failure	DOID:3620	central nervous system cancer	0.005827
DOID:784	chronic kidney failure	DOID:7147	ankylosing spondylitis	0.005750
DOID:784	chronic kidney failure	DOID:1936	atherosclerosis	0.005673
DOID:784	chronic kidney failure	DOID:3459	breast carcinoma	0.005627
DOID:784	chronic kidney failure	DOID:10652	Alzheimer's disease	0.005619
DOID:784	chronic kidney failure	DOID:1595	endogenous depression	0.005415
DOID:784	chronic kidney failure	DOID:1749	squamous cell carcinoma	0.005358
DOID:784	chronic kidney failure	DOID:10941	intracranial aneurysm	0.005265
DOID:784	chronic kidney failure	DOID:1094	attention deficit hyperactivity disorder	0.005224
DOID:784	chronic kidney failure	DOID:4007	bladder carcinoma	0.005198
DOID:784	chronic kidney failure	DOID:418	systemic scleroderma	0.005004
DOID:784	chronic kidney failure	DOID:9970	obesity	0.004944
DOID:784	chronic kidney failure	DOID:5419	schizophrenia	0.004810
DOID:784	chronic kidney failure	DOID:13241	Behcet's disease	0.004742
DOID:784	chronic kidney failure	DOID:11612	polycystic ovary syndrome	0.004613
DOID:784	chronic kidney failure	DOID:1040	chronic lymphocytic leukemia	0.004282
DOID:784	chronic kidney failure	DOID:2986	IgA glomerulonephritis	0.004068
DOID:784	chronic kidney failure	DOID:1107	esophageal carcinoma	0.003947
DOID:784	chronic kidney failure	DOID:1686	glaucoma	0.003812
DOID:784	chronic kidney failure	DOID:12365	malaria	0.003650
DOID:784	chronic kidney failure	DOID:7693	abdominal aortic aneurysm	0.003641
DOID:784	chronic kidney failure	DOID:3310	atopic dermatitis	0.003317
DOID:784	chronic kidney failure	DOID:1067	open-angle glaucoma	0.003183
DOID:784	chronic kidney failure	DOID:4905	pancreatic carcinoma	0.003133
DOID:784	chronic kidney failure	DOID:8567	Hodgkin's lymphoma	0.002811
DOID:784	chronic kidney failure	DOID:5517	stomach carcinoma	0.002769
DOID:784	chronic kidney failure	DOID:3083	chronic obstructive pulmonary disease	0.002752
DOID:784	chronic kidney failure	DOID:0050156	idiopathic pulmonary fibrosis	0.002749
DOID:784	chronic kidney failure	DOID:6364	migraine	0.002731
DOID:784	chronic kidney failure	DOID:11829	degenerative myopia	0.002708
